,R
283862,70
283863,-77
283864,-50
283865,-1
283866,-80
283867,-41
283868,200
283869,200
283870,-152
283871,-289
283872,0
283873,221
283874,80
283875,-52
283876,16
283877,-25
283878,-162
283879,-55
283880,224
283881,214
283882,-166
283883,-330
283884,0
283885,298
283886,137
283887,-159
283888,-133
283889,17
283890,-29
283891,-31
283892,173
283893,186
283894,-152
283895,-311
283896,0
283897,291
283898,134
283899,-158
283900,-141
283901,23
283902,20
283903,-11
283904,90
283905,109
283906,-99
283907,-226
283908,0
283909,261
283910,133
283911,-170
283912,-168
283913,34
283914,76
283915,8
283916,-6
283917,0
283918,1
283919,14
283920,0
283921,-11
283922,13
283923,-63
283924,-137
283925,55
283926,248
283927,65
283928,-207
283929,-147
283930,85
283931,132
283932,0
283933,-111
283934,-59
283935,82
283936,88
283937,-17
283938,-20
283939,10
283940,-90
283941,-104
283942,75
283943,109
283944,0
283945,13
283946,29
283947,-57
283948,-76
283949,20
283950,70
283951,15
283952,-51
283953,-50
283954,45
283955,104
283956,0
283957,-110
283958,-53
283959,67
283960,72
283961,-18
283962,-64
283963,-14
283964,38
283965,16
283966,4
283967,56
283968,0
283969,-170
283970,-119
283971,210
283972,301
283973,-100
283974,-407
283975,-105
283976,328
283977,225
283978,-114
283979,-113
283980,0
283981,-113
283982,-111
283983,224
283984,344
283985,-119
283986,-507
283987,-136
283988,447
283989,341
283990,-215
283991,-355
283992,0
283993,218
283994,77
283995,-64
283996,-32
283997,0
283998,-29
283999,-10
284000,33
284001,20
284002,-7
284003,0
284004,0
284005,0
284006,12
284007,-53
284008,-120
284009,51
284010,243
284011,68
284012,-230
284013,-178
284014,108
284015,151
284016,0
284017,7
284018,40
284019,-91
284020,-133
284021,39
284022,126
284023,18
284024,0
284025,52
284026,-63
284027,-148
284028,0
284029,148
284030,74
284031,-102
284032,-122
284033,34
284034,115
284035,20
284036,-25
284037,15
284038,-30
284039,-75
284040,0
284041,43
284042,5
284043,19
284044,56
284045,-24
284046,-113
284047,-30
284048,95
284049,65
284050,-28
284051,-2
284052,0
284053,-123
284054,-91
284055,159
284056,217
284057,-67
284058,-244
284059,-52
284060,116
284061,38
284062,11
284063,91
284064,0
284065,-194
284066,-114
284067,164
284068,184
284069,-42
284070,-98
284071,-5
284072,-38
284073,-59
284074,44
284075,65
284076,0
284077,16
284078,33
284079,-75
284080,-105
284081,25
284082,45
284083,-6
284084,80
284085,108
284086,-100
284087,-229
284088,0
284089,229
284090,101
284091,-111
284092,-95
284093,15
284094,3
284095,-14
284096,91
284097,101
284098,-79
284099,-152
284100,0
284101,103
284102,34
284103,-20
284104,0
284105,-6
284106,-46
284107,-17
284108,65
284109,49
284110,-23
284111,-14
284112,0
284113,-58
284114,-49
284115,85
284116,91
284117,-12
284118,37
284119,32
284120,-160
284121,-149
284122,101
284123,164
284124,0
284125,-64
284126,-9
284127,-12
284128,-40
284129,18
284130,98
284131,31
284132,-120
284133,-101
284134,68
284135,113
284136,0
284137,-46
284138,-2
284139,-21
284140,-48
284141,17
284142,69
284143,16
284144,-51
284145,-41
284146,32
284147,83
284148,0
284149,-148
284150,-93
284151,149
284152,195
284153,-58
284154,-215
284155,-48
284156,135
284157,82
284158,-33
284159,-6
284160,0
284161,-142
284162,-111
284163,199
284164,271
284165,-81
284166,-292
284167,-65
284168,181
284169,120
284170,-70
284171,-125
284172,0
284173,126
284174,63
284175,-78
284176,-73
284177,15
284178,38
284179,7
284180,-25
284181,-19
284182,5
284183,-23
284184,0
284185,118
284186,82
284187,-141
284188,-189
284189,56
284190,189
284191,35
284192,-68
284193,-18
284194,-6
284195,-34
284196,0
284197,32
284198,0
284199,40
284200,109
284201,-49
284202,-236
284203,-65
284204,215
284205,159
284206,-96
284207,-153
284208,0
284209,70
284210,6
284211,42
284212,115
284213,-49
284214,-224
284215,-60
284216,187
284217,127
284218,-65
284219,-71
284220,0
284221,6
284222,5
284223,-26
284224,-69
284225,34
284226,191
284227,64
284228,-254
284229,-222
284230,156
284231,281
284232,0
284233,-199
284234,-76
284235,65
284236,32
284237,3
284238,59
284239,26
284240,-119
284241,-115
284242,89
284243,182
284244,0
284245,-203
284246,-110
284247,160
284248,196
284249,-57
284250,-208
284251,-48
284252,134
284253,84
284254,-44
284255,-63
284256,0
284257,37
284258,8
284259,9
284260,47
284261,-25
284262,-132
284263,-38
284264,121
284265,82
284266,-44
284267,-69
284268,0
284269,84
284270,51
284271,-79
284272,-102
284273,30
284274,114
284275,29
284276,-103
284277,-91
284278,72
284279,154
284280,0
284281,-154
284282,-64
284283,59
284284,27
284285,3
284286,48
284287,19
284288,-92
284289,-104
284290,98
284291,238
284292,0
284293,-315
284294,-170
284295,234
284296,259
284297,-65
284298,-199
284299,-37
284300,69
284301,4
284302,36
284303,141
284304,0
284305,-228
284306,-124
284307,171
284308,191
284309,-47
284310,-140
284311,-24
284312,46
284313,13
284314,2
284315,11
284316,0
284317,22
284318,26
284319,-50
284320,-68
284321,19
284322,65
284323,14
284324,-48
284325,-41
284326,32
284327,60
284328,0
284329,-13
284330,13
284331,-45
284332,-77
284333,25
284334,87
284335,17
284336,-35
284337,-14
284338,4
284339,9
284340,0
284341,-8
284342,0
284343,-11
284344,-28
284345,11
284346,53
284347,13
284348,-40
284349,-27
284350,17
284351,30
284352,0
284353,-15
284354,0
284355,-9
284356,-25
284357,11
284358,75
284359,29
284360,-132
284361,-130
284362,103
284363,209
284364,0
284365,-166
284366,-48
284367,-4
284368,-93
284369,46
284370,219
284371,60
284372,-209
284373,-173
284374,118
284375,211
284376,0
284377,-154
284378,-63
284379,63
284380,44
284381,-3
284382,19
284383,12
284384,-68
284385,-74
284386,60
284387,121
284388,0
284389,-99
284390,-43
284391,48
284392,45
284393,-10
284394,-44
284395,-14
284396,64
284397,60
284398,-45
284399,-88
284400,0
284401,99
284402,52
284403,-68
284404,-64
284405,10
284406,-7
284407,-14
284408,84
284409,82
284410,-52
284411,-66
284412,0
284413,-11
284414,-17
284415,27
284416,24
284417,0
284418,26
284419,12
284420,-47
284421,-33
284422,15
284423,19
284424,0
284425,3
284426,11
284427,-29
284428,-48
284429,17
284430,77
284431,23
284432,-89
284433,-76
284434,51
284435,85
284436,0
284437,-62
284438,-23
284439,13
284440,-14
284441,12
284442,73
284443,22
284444,-84
284445,-76
284446,57
284447,111
284448,0
284449,-78
284450,-28
284451,21
284452,4
284453,4
284454,42
284455,16
284456,-71
284457,-70
284458,57
284459,119
284460,0
284461,-115
284462,-51
284463,55
284464,40
284465,-4
284466,-7
284467,-2
284468,20
284469,22
284470,-14
284471,-16
284472,0
284473,-8
284474,-14
284475,41
284476,80
284477,-31
284478,-135
284479,-36
284480,126
284481,111
284482,-83
284483,-162
284484,0
284485,122
284486,48
284487,-45
284488,-24
284489,-2
284490,-45
284491,-17
284492,62
284493,44
284494,-23
284495,-28
284496,0
284497,-8
284498,-14
284499,38
284500,73
284501,-31
284502,-154
284503,-46
284504,164
284505,135
284506,-91
284507,-163
284508,0
284509,163
284510,95
284511,-152
284512,-198
284513,55
284514,177
284515,31
284516,-49
284517,0
284518,-22
284519,-67
284520,0
284521,63
284522,28
284523,-43
284524,-72
284525,29
284526,142
284527,40
284528,-133
284529,-100
284530,62
284531,96
284532,0
284533,-27
284534,7
284535,-38
284536,-77
284537,30
284538,140
284539,39
284540,-141
284541,-115
284542,77
284543,129
284544,0
284545,-81
284546,-29
284547,25
284548,11
284549,1
284550,15
284551,5
284552,-24
284553,-32
284554,36
284555,104
284556,0
284557,-130
284558,-58
284559,58
284560,37
284561,-1
284562,21
284563,10
284564,-49
284565,-47
284566,37
284567,79
284568,0
284569,-101
284570,-59
284571,87
284572,103
284573,-28
284574,-102
284575,-24
284576,71
284577,34
284578,2
284579,71
284580,0
284581,-190
284582,-126
284583,217
284584,301
284585,-93
284586,-339
284587,-77
284588,222
284589,149
284590,-76
284591,-76
284592,0
284593,-60
284594,-52
284595,91
284596,129
284597,-42
284598,-171
284599,-40
284600,111
284601,65
284602,-25
284603,-1
284604,0
284605,-78
284606,-44
284607,50
284608,37
284609,-5
284610,-14
284611,-4
284612,26
284613,33
284614,-32
284615,-72
284616,0
284617,72
284618,39
284619,-63
284620,-87
284621,26
284622,81
284623,12
284624,-6
284625,23
284626,-38
284627,-107
284628,0
284629,124
284630,58
284631,-78
284632,-99
284633,31
284634,118
284635,25
284636,-64
284637,-36
284638,17
284639,28
284640,0
284641,-52
284642,-39
284643,67
284644,84
284645,-21
284646,-57
284647,-6
284648,-11
284649,-41
284650,49
284651,117
284652,0
284653,-121
284654,-63
284655,86
284656,93
284657,-20
284658,-42
284659,-3
284660,-4
284661,-19
284662,27
284663,71
284664,0
284665,-26
284666,14
284667,-60
284668,-116
284669,47
284670,233
284671,70
284672,-248
284673,-195
284674,126
284675,217
284676,0
284677,-146
284678,-49
284679,30
284680,-5
284681,11
284682,75
284683,24
284684,-84
284685,-63
284686,40
284687,76
284688,0
284689,-94
284690,-51
284691,72
284692,92
284693,-30
284694,-133
284695,-36
284696,123
284697,95
284698,-58
284699,-88
284700,0
284701,36
284702,10
284703,-5
284704,1
284705,-4
284706,-39
284707,-15
284708,75
284709,81
284710,-70
284711,-156
284712,0
284713,163
284714,85
284715,-127
284716,-165
284717,49
284718,180
284719,40
284720,-108
284721,-62
284722,24
284723,9
284724,0
284725,34
284726,23
284727,-42
284728,-65
284729,22
284730,91
284731,23
284732,-77
284733,-64
284734,46
284735,89
284736,0
284737,-102
284738,-60
284739,94
284740,116
284741,-32
284742,-115
284743,-26
284744,72
284745,44
284746,-20
284747,-23
284748,0
284749,0
284750,-7
284751,19
284752,29
284753,-8
284754,-27
284755,-6
284756,25
284757,22
284758,-19
284759,-53
284760,0
284761,100
284762,60
284763,-88
284764,-106
284765,31
284766,122
284767,32
284768,-109
284769,-94
284770,70
284771,135
284772,0
284773,-66
284774,-6
284775,-28
284776,-71
284777,29
284778,140
284779,36
284780,-98
284781,-41
284782,1
284783,-38
284784,0
284785,76
284786,46
284787,-74
284788,-89
284789,21
284790,54
284791,6
284792,0
284793,13
284794,-17
284795,-39
284796,0
284797,13
284798,-5
284799,27
284800,58
284801,-25
284802,-127
284803,-38
284804,135
284805,112
284806,-79
284807,-150
284808,0
284809,127
284810,55
284811,-61
284812,-54
284813,9
284814,4
284815,-6
284816,44
284817,45
284818,-34
284819,-65
284820,0
284821,70
284822,39
284823,-60
284824,-80
284825,24
284826,87
284827,19
284828,-50
284829,-35
284830,26
284831,66
284832,0
284833,-100
284834,-57
284835,83
284836,96
284837,-25
284838,-76
284839,-14
284840,33
284841,24
284842,-17
284843,-35
284844,0
284845,38
284846,20
284847,-30
284848,-31
284849,4
284850,-12
284851,-12
284852,70
284853,76
284854,-64
284855,-137
284856,0
284857,158
284858,88
284859,-131
284860,-168
284861,50
284862,190
284863,45
284864,-129
284865,-85
284866,47
284867,75
284868,0
284869,-36
284870,-3
284871,-20
284872,-59
284873,26
284874,132
284875,39
284876,-139
284877,-115
284878,82
284879,165
284880,0
284881,-186
284882,-95
284883,117
284884,109
284885,-20
284886,-37
284887,0
284888,-25
284889,-33
284890,24
284891,40
284892,0
284893,-36
284894,-24
284895,45
284896,61
284897,-17
284898,-58
284899,-12
284900,35
284901,27
284902,-20
284903,-50
284904,0
284905,71
284906,38
284907,-53
284908,-63
284909,18
284910,66
284911,14
284912,-38
284913,-26
284914,19
284915,40
284916,0
284917,-28
284918,-8
284919,4
284920,5
284921,-2
284922,-11
284923,-3
284924,12
284925,16
284926,-16
284927,-37
284928,0
284929,20
284930,3
284931,-1
284932,1
284933,-4
284934,-50
284935,-25
284936,130
284937,135
284938,-108
284939,-224
284940,0
284941,224
284942,106
284943,-129
284944,-132
284945,32
284946,104
284947,18
284948,-25
284949,18
284950,-41
284951,-129
284952,0
284953,208
284954,121
284955,-181
284956,-220
284957,63
284958,227
284959,53
284960,-157
284961,-107
284962,58
284963,82
284964,0
284965,-26
284966,-1
284967,-9
284968,-13
284969,1
284970,-11
284971,-7
284972,33
284973,29
284974,-15
284975,-4
284976,0
284977,-76
284978,-55
284979,82
284980,90
284981,-20
284982,-50
284983,-5
284984,-6
284985,-23
284986,25
284987,63
284988,0
284989,-89
284990,-53
284991,77
284992,84
284993,-18
284994,-44
284995,-4
284996,0
284997,-10
284998,14
284999,31
285000,0
285001,-20
285002,-4
285003,-2
285004,-19
285005,11
285006,72
285007,25
285008,-107
285009,-101
285010,77
285011,154
285012,0
285013,-139
285014,-64
285015,80
285016,82
285017,-19
285018,-48
285019,-6
285020,8
285021,2
285022,-2
285023,-10
285024,0
285025,25
285026,17
285027,-25
285028,-20
285029,-1
285030,-49
285031,-27
285032,148
285033,165
285034,-142
285035,-298
285036,0
285037,271
285038,122
285039,-148
285040,-151
285041,34
285042,86
285043,9
285044,10
285045,34
285046,-38
285047,-92
285048,0
285049,86
285050,31
285051,-23
285052,-10
285053,1
285054,8
285055,1
285056,2
285057,14
285058,-19
285059,-51
285060,0
285061,64
285062,34
285063,-54
285064,-75
285065,26
285066,118
285067,34
285068,-125
285069,-107
285070,74
285071,129
285072,0
285073,-60
285074,-14
285075,6
285076,-1
285077,3
285078,22
285079,7
285080,-19
285081,-4
285082,-5
285083,-28
285084,0
285085,58
285086,42
285087,-80
285088,-121
285089,41
285090,170
285091,44
285092,-138
285093,-98
285094,53
285095,67
285096,0
285097,1
285098,14
285099,-34
285100,-52
285101,19
285102,90
285103,28
285104,-111
285105,-98
285106,72
285107,148
285108,0
285109,-195
285110,-114
285111,172
285112,217
285113,-64
285114,-239
285115,-55
285116,149
285117,89
285118,-39
285119,-37
285120,0
285121,-29
285122,-35
285123,79
285124,134
285125,-50
285126,-232
285127,-68
285128,244
285129,198
285130,-128
285131,-212
285132,0
285133,140
285134,58
285135,-64
285136,-59
285137,12
285138,28
285139,0
285140,23
285141,40
285142,-40
285143,-90
285144,0
285145,90
285146,48
285147,-73
285148,-102
285149,33
285150,142
285151,39
285152,-134
285153,-110
285154,77
285155,152
285156,0
285157,-177
285158,-98
285159,140
285160,156
285161,-38
285162,-107
285163,-16
285164,25
285165,2
285166,6
285167,17
285168,0
285169,-28
285170,-20
285171,37
285172,51
285173,-15
285174,-55
285175,-15
285176,64
285177,68
285178,-63
285179,-155
285180,0
285181,202
285182,106
285183,-143
285184,-160
285185,42
285186,138
285187,27
285188,-60
285189,-24
285190,2
285191,-15
285192,0
285193,50
285194,30
285195,-36
285196,-29
285197,3
285198,5
285199,0
285200,0
285201,5
285202,-7
285203,-18
285204,0
285205,-7
285206,-15
285207,41
285208,77
285209,-30
285210,-133
285211,-34
285212,104
285213,74
285214,-44
285215,-68
285216,0
285217,0
285218,-21
285219,60
285220,104
285221,-38
285222,-165
285223,-42
285224,129
285225,84
285226,-41
285227,-52
285228,0
285229,17
285230,3
285231,-2
285232,-1
285233,0
285234,-3
285235,-2
285236,15
285237,20
285238,-23
285239,-67
285240,0
285241,108
285242,61
285243,-89
285244,-109
285245,31
285246,105
285247,21
285248,-45
285249,-19
285250,2
285251,-15
285252,0
285253,56
285254,33
285255,-43
285256,-45
285257,11
285258,33
285259,4
285260,1
285261,16
285262,-21
285263,-53
285264,0
285265,62
285266,29
285267,-25
285268,0
285269,-9
285270,-69
285271,-23
285272,85
285273,70
285274,-44
285275,-62
285276,0
285277,6
285278,-7
285279,28
285280,57
285281,-23
285282,-106
285283,-27
285284,78
285285,51
285286,-28
285287,-44
285288,0
285289,9
285290,-2
285291,10
285292,13
285293,-2
285294,-2
285295,3
285296,-32
285297,-47
285298,46
285299,107
285300,0
285301,-112
285302,-54
285303,65
285304,58
285305,-10
285306,-14
285307,1
285308,-21
285309,-27
285310,23
285311,51
285312,0
285313,-38
285314,-14
285315,12
285316,8
285317,-1
285318,0
285319,1
285320,-7
285321,-8
285322,5
285323,5
285324,0
285325,28
285326,25
285327,-44
285328,-53
285329,12
285330,31
285331,3
285332,1
285333,10
285334,-12
285335,-29
285336,0
285337,46
285338,29
285339,-46
285340,-51
285341,10
285342,7
285343,-6
285344,46
285345,53
285346,-43
285347,-83
285348,0
285349,39
285350,4
285351,14
285352,34
285353,-14
285354,-72
285355,-22
285356,83
285357,68
285358,-45
285359,-83
285360,0
285361,70
285362,31
285363,-33
285364,-27
285365,4
285366,3
285367,-3
285368,24
285369,27
285370,-22
285371,-48
285372,0
285373,56
285374,31
285375,-44
285376,-57
285377,19
285378,93
285379,29
285380,-115
285381,-107
285382,85
285383,177
285384,0
285385,-167
285386,-75
285387,90
285388,94
285389,-24
285390,-75
285391,-12
285392,20
285393,2
285394,4
285395,12
285396,0
285397,0
285398,8
285399,-28
285400,-58
285401,24
285402,117
285403,33
285404,-111
285405,-85
285406,54
285407,99
285408,0
285409,-103
285410,-53
285411,72
285412,79
285413,-20
285414,-66
285415,-13
285416,27
285417,9
285418,0
285419,5
285420,0
285421,-14
285422,-10
285423,19
285424,32
285425,-12
285426,-56
285427,-16
285428,57
285429,46
285430,-30
285431,-55
285432,0
285433,52
285434,30
285435,-45
285436,-58
285437,15
285438,45
285439,7
285440,-13
285441,-7
285442,3
285443,2
285444,0
285445,6
285446,8
285447,-26
285448,-52
285449,19
285450,73
285451,13
285452,-18
285453,5
285454,-16
285455,-52
285456,0
285457,75
285458,36
285459,-40
285460,-35
285461,8
285462,27
285463,4
285464,1
285465,21
285466,-27
285467,-63
285468,0
285469,53
285470,19
285471,-12
285472,7
285473,-9
285474,-58
285475,-20
285476,91
285477,100
285478,-91
285479,-211
285480,0
285481,245
285482,125
285483,-167
285484,-187
285485,49
285486,166
285487,35
285488,-93
285489,-57
285490,27
285491,32
285492,0
285493,4
285494,12
285495,-27
285496,-47
285497,18
285498,94
285499,29
285500,-110
285501,-89
285502,55
285503,85
285504,0
285505,-56
285506,-25
285507,32
285508,32
285509,-6
285510,-12
285511,0
285512,-21
285513,-35
285514,35
285515,74
285516,0
285517,-51
285518,-20
285519,30
285520,44
285521,-15
285522,-51
285523,-8
285524,2
285525,-16
285526,20
285527,54
285528,0
285529,-69
285530,-33
285531,34
285532,22
285533,-1
285534,5
285535,4
285536,-36
285537,-50
285538,49
285539,115
285540,0
285541,-123
285542,-59
285543,66
285544,47
285545,-1
285546,42
285547,20
285548,-94
285549,-91
285550,72
285551,141
285552,0
285553,-117
285554,-52
285555,65
285556,68
285557,-17
285558,-56
285559,-12
285560,36
285561,26
285562,-13
285563,-15
285564,0
285565,3
285566,2
285567,-2
285568,2
285569,-4
285570,-33
285571,-13
285572,62
285573,66
285574,-56
285575,-123
285576,0
285577,133
285578,67
285579,-90
285580,-99
285581,25
285582,77
285583,14
285584,-26
285585,-3
285586,-9
285587,-43
285588,0
285589,87
285590,53
285591,-86
285592,-118
285593,39
285594,171
285595,47
285596,-161
285597,-126
285598,80
285599,141
285600,0
285601,-122
285602,-57
285603,68
285604,65
285605,-13
285606,-21
285607,4
285608,-55
285609,-70
285610,60
285611,121
285612,0
285613,-104
285614,-49
285615,67
285616,84
285617,-26
285618,-115
285619,-32
285620,116
285621,93
285622,-63
285623,-113
285624,0
285625,107
285626,56
285627,-82
285628,-103
285629,30
285630,104
285631,21
285632,-58
285633,-38
285634,24
285635,40
285636,0
285637,-14
285638,2
285639,-19
285640,-40
285641,16
285642,73
285643,19
285644,-64
285645,-49
285646,35
285647,81
285648,0
285649,-133
285650,-83
285651,132
285652,169
285653,-49
285654,-174
285655,-38
285656,102
285657,62
285658,-32
285659,-40
285660,0
285661,-3
285662,-15
285663,44
285664,84
285665,-34
285666,-161
285667,-47
285668,171
285669,148
285670,-110
285671,-224
285672,0
285673,236
285674,126
285675,-182
285676,-225
285677,65
285678,237
285679,54
285680,-156
285681,-108
285682,62
285683,92
285684,0
285685,-40
285686,-9
285687,-2
285688,-22
285689,13
285690,79
285691,26
285692,-108
285693,-97
285694,72
285695,145
285696,0
285697,-164
285698,-90
285699,130
285700,156
285701,-44
285702,-163
285703,-39
285704,123
285705,87
285706,-49
285707,-71
285708,0
285709,21
285710,-4
285711,31
285712,70
285713,-28
285714,-127
285715,-35
285716,120
285717,95
285718,-62
285719,-102
285720,0
285721,67
285722,30
285723,-42
285724,-51
285725,15
285726,65
285727,19
285728,-78
285729,-73
285730,58
285731,120
285732,0
285733,-127
285734,-60
285735,68
285736,57
285737,-9
285738,-13
285739,1
285740,-23
285741,-32
285742,31
285743,73
285744,0
285745,-92
285746,-52
285747,80
285748,99
285749,-27
285750,-96
285751,-21
285752,57
285753,32
285754,-9
285755,12
285756,0
285757,-78
285758,-53
285759,86
285760,116
285761,-37
285762,-149
285763,-38
285764,127
285765,98
285766,-66
285767,-116
285768,0
285769,74
285770,21
285771,-4
285772,19
285773,-11
285774,-58
285775,-17
285776,67
285777,59
285778,-43
285779,-90
285780,0
285781,103
285782,54
285783,-71
285784,-79
285785,22
285786,87
285787,24
285788,-91
285789,-85
285790,68
285791,141
285792,0
285793,-135
285794,-61
285795,72
285796,68
285797,-13
285798,-27
285799,-1
285800,-7
285801,-13
285802,12
285803,33
285804,0
285805,-45
285806,-20
285807,22
285808,21
285809,-5
285810,-27
285811,-7
285812,25
285813,21
285814,-16
285815,-40
285816,0
285817,62
285818,38
285819,-61
285820,-84
285821,27
285822,118
285823,32
285824,-109
285825,-89
285826,67
285827,141
285828,0
285829,-166
285830,-82
285831,106
285832,115
285833,-29
285834,-94
285835,-16
285836,14
285837,-22
285838,40
285839,118
285840,0
285841,-187
285842,-106
285843,146
285844,159
285845,-38
285846,-117
285847,-21
285848,39
285849,7
285850,7
285851,24
285852,0
285853,-17
285854,-5
285855,4
285856,-1
285857,2
285858,9
285859,0
285860,12
285861,17
285862,-16
285863,-39
285864,0
285865,74
285866,51
285867,-89
285868,-129
285869,45
285870,190
285871,50
285872,-162
285873,-123
285874,80
285875,147
285876,0
285877,-131
285878,-64
285879,89
285880,108
285881,-31
285882,-120
285883,-30
285884,101
285885,79
285886,-49
285887,-76
285888,0
285889,27
285890,2
285891,14
285892,40
285893,-19
285894,-105
285895,-33
285896,128
285897,111
285898,-79
285899,-141
285900,0
285901,114
285902,58
285903,-84
285904,-108
285905,33
285906,132
285907,33
285908,-103
285909,-72
285910,40
285911,60
285912,0
285913,-23
285914,5
285915,-40
285916,-94
285917,39
285918,183
285919,50
285920,-171
285921,-135
285922,91
285923,169
285924,0
285925,-163
285926,-82
285927,106
285928,111
285929,-25
285930,-69
285931,-10
285932,19
285933,4
285934,4
285935,25
285936,0
285937,-81
285938,-57
285939,99
285940,137
285941,-43
285942,-170
285943,-43
285944,139
285945,110
285946,-77
285947,-151
285948,0
285949,159
285950,83
285951,-117
285952,-140
285953,40
285954,146
285955,34
285956,-99
285957,-67
285958,34
285959,41
285960,0
285961,0
285962,7
285963,-19
285964,-33
285965,12
285966,51
285967,13
285968,-47
285969,-42
285970,32
285971,67
285972,0
285973,-63
285974,-33
285975,48
285976,58
285977,-17
285978,-65
285979,-16
285980,58
285981,45
285982,-27
285983,-37
285984,0
285985,-3
285986,-9
285987,22
285988,38
285989,-16
285990,-91
285991,-31
285992,131
285993,130
285994,-104
285995,-220
285996,0
285997,213
285998,100
285999,-125
286000,-135
286001,35
286002,112
286003,21
286004,-42
286005,-11
286006,-6
286007,-42
286008,0
286009,92
286010,56
286011,-86
286012,-110
286013,34
286014,135
286015,33
286016,-97
286017,-68
286018,41
286019,75
286020,0
286021,-84
286022,-46
286023,67
286024,80
286025,-20
286026,-62
286027,-11
286028,25
286029,16
286030,-9
286031,-11
286032,0
286033,-28
286034,-29
286035,62
286036,92
286037,-28
286038,-105
286039,-24
286040,78
286041,70
286042,-58
286043,-132
286044,0
286045,150
286046,74
286047,-92
286048,-90
286049,19
286050,57
286051,12
286052,-39
286053,-30
286054,15
286055,10
286056,0
286057,45
286058,37
286059,-71
286060,-109
286061,38
286062,170
286063,47
286064,-166
286065,-137
286066,98
286067,193
286068,0
286069,-194
286070,-95
286071,127
286072,143
286073,-39
286074,-131
286075,-25
286076,50
286077,15
286078,1
286079,22
286080,0
286081,-66
286082,-45
286083,74
286084,94
286085,-27
286086,-98
286087,-21
286088,53
286089,31
286090,-18
286091,-47
286092,0
286093,85
286094,52
286095,-83
286096,-113
286097,36
286098,145
286099,36
286100,-114
286101,-84
286102,50
286103,73
286104,0
286105,-7
286106,10
286107,-32
286108,-58
286109,21
286110,93
286111,24
286112,-78
286113,-63
286114,45
286115,89
286116,0
286117,-102
286118,-61
286119,101
286120,136
286121,-41
286122,-152
286123,-35
286124,109
286125,78
286126,-43
286127,-55
286128,0
286129,-5
286130,-18
286131,50
286132,90
286133,-33
286134,-146
286135,-39
286136,129
286137,105
286138,-73
286139,-138
286140,0
286141,112
286142,47
286143,-50
286144,-44
286145,9
286146,31
286147,8
286148,-31
286149,-24
286150,14
286151,15
286152,0
286153,17
286154,19
286155,-35
286156,-45
286157,11
286158,39
286159,9
286160,-30
286161,-26
286162,19
286163,37
286164,0
286165,-33
286166,-15
286167,17
286168,19
286169,-6
286170,-35
286171,-12
286172,48
286173,43
286174,-33
286175,-65
286176,0
286177,69
286178,37
286179,-53
286180,-61
286181,16
286182,51
286183,8
286184,-6
286185,15
286186,-25
286187,-70
286188,0
286189,93
286190,52
286191,-80
286192,-106
286193,33
286194,132
286195,32
286196,-100
286197,-68
286198,36
286199,48
286200,0
286201,-19
286202,-6
286203,3
286204,-3
286205,4
286206,28
286207,10
286208,-45
286209,-41
286210,30
286211,62
286212,0
286213,-89
286214,-58
286215,94
286216,122
286217,-35
286218,-125
286219,-28
286220,79
286221,46
286222,-18
286223,-6
286224,0
286225,-42
286226,-35
286227,65
286228,92
286229,-28
286230,-107
286231,-26
286232,85
286233,69
286234,-50
286235,-98
286236,0
286237,83
286238,32
286239,-27
286240,-15
286241,1
286242,-1
286243,-1
286244,6
286245,6
286246,-5
286247,-12
286248,0
286249,19
286250,9
286251,-7
286252,0
286253,-2
286254,-16
286255,-6
286256,32
286257,36
286258,-30
286259,-61
286260,0
286261,47
286262,18
286263,-14
286264,-4
286265,-1
286266,-5
286267,0
286268,-10
286269,-12
286270,9
286271,17
286272,0
286273,-13
286274,-6
286275,11
286276,18
286277,-7
286278,-29
286279,-6
286280,15
286281,8
286282,-5
286283,-17
286284,0
286285,51
286286,39
286287,-74
286288,-105
286289,32
286290,123
286291,31
286292,-102
286293,-79
286294,50
286295,83
286296,0
286297,-56
286298,-22
286299,19
286300,3
286301,5
286302,49
286303,18
286304,-75
286305,-68
286306,50
286307,104
286308,0
286309,-135
286310,-80
286311,125
286312,155
286313,-45
286314,-162
286315,-36
286316,97
286317,55
286318,-20
286319,-11
286320,0
286321,-28
286322,-25
286323,55
286324,85
286325,-28
286326,-113
286327,-30
286328,104
286329,89
286330,-62
286331,-113
286332,0
286333,87
286334,39
286335,-49
286336,-56
286337,15
286338,56
286339,12
286340,-39
286341,-29
286342,18
286343,24
286344,0
286345,4
286346,7
286347,-14
286348,-23
286349,9
286350,51
286351,15
286352,-56
286353,-45
286354,32
286355,64
286356,0
286357,-69
286358,-39
286359,65
286360,98
286361,-34
286362,-145
286363,-39
286364,141
286365,123
286366,-91
286367,-174
286368,0
286369,143
286370,65
286371,-79
286372,-78
286373,17
286374,41
286375,4
286376,3
286377,19
286378,-26
286379,-77
286380,0
286381,105
286382,57
286383,-82
286384,-101
286385,29
286386,109
286387,26
286388,-84
286389,-62
286390,38
286391,62
286392,0
286393,-35
286394,-9
286395,0
286396,-11
286397,5
286398,31
286399,10
286400,-48
286401,-52
286402,44
286403,95
286404,0
286405,-105
286406,-56
286407,84
286408,107
286409,-32
286410,-126
286411,-31
286412,96
286413,70
286414,-42
286415,-72
286416,0
286417,56
286418,25
286419,-31
286420,-33
286421,9
286422,33
286423,6
286424,-8
286425,4
286426,-11
286427,-37
